FIPS_Code,State,Area_Name,Attribute,Value
26000,MI,Michigan,Unemployment_rate_2022,4.1
26000,MI,Michigan,Civilian_labor_force_2023,5007904
26000,MI,Michigan,Employed_2023,4812421
26000,MI,Michigan,Unemployed_2023,195483
26000,MI,Michigan,Unemployment_rate_2023,3.9
26000,MI,Michigan,Median_Household_Income_2022,66926
26000,MI,Michigan,Med_HH_Income_Percent_of_State_Total_2022,100
27000,MN,Minnesota,Civilian_labor_force_2019,3111674
27000,MN,Minnesota,Employed_2019,3009672
27000,MN,Minnesota,Unemployed_2019,102002
27000,MN,Minnesota,Unemployment_rate_2019,3.3
27000,MN,Minnesota,Civilian_labor_force_2020,3122016
27000,MN,Minnesota,Employed_2020,2926644
27000,MN,Minnesota,Unemployed_2020,195372
27000,MN,Minnesota,Unemployment_rate_2020,6.3
27000,MN,Minnesota,Civilian_labor_force_2021,3049037
27000,MN,Minnesota,Employed_2021,2935653
27000,MN,Minnesota,Unemployed_2021,113384
27000,MN,Minnesota,Unemployment_rate_2021,3.7
27000,MN,Minnesota,Civilian_labor_force_2022,3071450
27000,MN,Minnesota,Employed_2022,2992787
27000,MN,Minnesota,Unemployed_2022,78663
27000,MN,Minnesota,Unemployment_rate_2022,2.6
27000,MN,Minnesota,Civilian_labor_force_2023,3099923
27000,MN,Minnesota,Employed_2023,3012707
27000,MN,Minnesota,Unemployed_2023,87216
27000,MN,Minnesota,Unemployment_rate_2023,2.8
27000,MN,Minnesota,Median_Household_Income_2022,82343
27000,MN,Minnesota,Med_HH_Income_Percent_of_State_Total_2022,100
28000,MS,Mississippi,Civilian_labor_force_2019,1278958
28000,MS,Mississippi,Employed_2019,1208541
28000,MS,Mississippi,Unemployed_2019,70417
28000,MS,Mississippi,Unemployment_rate_2019,5.5
28000,MS,Mississippi,Civilian_labor_force_2020,1244316
28000,MS,Mississippi,Employed_2020,1145184
28000,MS,Mississippi,Unemployed_2020,99132
28000,MS,Mississippi,Unemployment_rate_2020,8
28000,MS,Mississippi,Civilian_labor_force_2021,1251894
28000,MS,Mississippi,Employed_2021,1183867
28000,MS,Mississippi,Unemployed_2021,68027
28000,MS,Mississippi,Unemployment_rate_2021,5.4
28000,MS,Mississippi,Civilian_labor_force_2022,1248093
28000,MS,Mississippi,Employed_2022,1200234
28000,MS,Mississippi,Unemployed_2022,47859
28000,MS,Mississippi,Unemployment_rate_2022,3.8
28000,MS,Mississippi,Civilian_labor_force_2023,1231104
28000,MS,Mississippi,Employed_2023,1192015
28000,MS,Mississippi,Unemployed_2023,39089
28000,MS,Mississippi,Unemployment_rate_2023,3.2
28000,MS,Mississippi,Median_Household_Income_2022,52788
28000,MS,Mississippi,Med_HH_Income_Percent_of_State_Total_2022,100
29000,MO,Missouri,Civilian_labor_force_2019,3073523
29000,MO,Missouri,Employed_2019,2973662
29000,MO,Missouri,Unemployed_2019,99861
29000,MO,Missouri,Unemployment_rate_2019,3.2
29000,MO,Missouri,Civilian_labor_force_2020,3025785
29000,MO,Missouri,Employed_2020,2839617
29000,MO,Missouri,Unemployed_2020,186168
29000,MO,Missouri,Unemployment_rate_2020,6.2
29000,MO,Missouri,Civilian_labor_force_2021,3028635
29000,MO,Missouri,Employed_2021,2902841
29000,MO,Missouri,Unemployed_2021,125794
29000,MO,Missouri,Unemployment_rate_2021,4.2
29000,MO,Missouri,Civilian_labor_force_2022,3036611
29000,MO,Missouri,Employed_2022,2957352
29000,MO,Missouri,Unemployed_2022,79259
29000,MO,Missouri,Unemployment_rate_2022,2.6
29000,MO,Missouri,Civilian_labor_force_2023,3087759
29000,MO,Missouri,Employed_2023,2993587
29000,MO,Missouri,Unemployed_2023,94172
29000,MO,Missouri,Unemployment_rate_2023,3
29000,MO,Missouri,Median_Household_Income_2022,64783
29000,MO,Missouri,Med_HH_Income_Percent_of_State_Total_2022,100
30000,MT,Montana,Civilian_labor_force_2019,543914
30000,MT,Montana,Employed_2019,524870
30000,MT,Montana,Unemployed_2019,19044
30000,MT,Montana,Unemployment_rate_2019,3.5
30000,MT,Montana,Civilian_labor_force_2020,544500
30000,MT,Montana,Employed_2020,512744
30000,MT,Montana,Unemployed_2020,31756
30000,MT,Montana,Unemployment_rate_2020,5.8
30000,MT,Montana,Civilian_labor_force_2021,549105
30000,MT,Montana,Employed_2021,530391
30000,MT,Montana,Unemployed_2021,18714
30000,MT,Montana,Unemployment_rate_2021,3.4
30000,MT,Montana,Civilian_labor_force_2022,564052
30000,MT,Montana,Employed_2022,548848
30000,MT,Montana,Unemployed_2022,15204
30000,MT,Montana,Unemployment_rate_2022,2.7
30000,MT,Montana,Civilian_labor_force_2023,574096
30000,MT,Montana,Employed_2023,557509
30000,MT,Montana,Unemployed_2023,16587
30000,MT,Montana,Unemployment_rate_2023,2.9
30000,MT,Montana,Median_Household_Income_2022,67915
30000,MT,Montana,Med_HH_Income_Percent_of_State_Total_2022,100
31000,NE,Nebraska,Civilian_labor_force_2019,1050380
31000,NE,Nebraska,Employed_2019,1017743
31000,NE,Nebraska,Unemployed_2019,32637
31000,NE,Nebraska,Unemployment_rate_2019,3.1
31000,NE,Nebraska,Civilian_labor_force_2020,1045106
31000,NE,Nebraska,Employed_2020,1000645
31000,NE,Nebraska,Unemployed_2020,44461
31000,NE,Nebraska,Unemployment_rate_2020,4.3
31000,NE,Nebraska,Civilian_labor_force_2021,1043331
31000,NE,Nebraska,Employed_2021,1015997
31000,NE,Nebraska,Unemployed_2021,27334
31000,NE,Nebraska,Unemployment_rate_2021,2.6
31000,NE,Nebraska,Civilian_labor_force_2022,1050357
31000,NE,Nebraska,Employed_2022,1027681
31000,NE,Nebraska,Unemployed_2022,22676
31000,NE,Nebraska,Unemployment_rate_2022,2.2
31000,NE,Nebraska,Civilian_labor_force_2023,1054681
31000,NE,Nebraska,Employed_2023,1030880
31000,NE,Nebraska,Unemployed_2023,23801
31000,NE,Nebraska,Unemployment_rate_2023,2.3
31000,NE,Nebraska,Median_Household_Income_2022,69828
31000,NE,Nebraska,Med_HH_Income_Percent_of_State_Total_2022,100
32000,NV,Nevada,Civilian_labor_force_2019,1545118
32000,NV,Nevada,Employed_2019,1481046
32000,NV,Nevada,Unemployed_2019,64072
32000,NV,Nevada,Unemployment_rate_2019,4.1
32000,NV,Nevada,Civilian_labor_force_2020,1505941
32000,NV,Nevada,Employed_2020,1302514
32000,NV,Nevada,Unemployed_2020,203427
32000,NV,Nevada,Unemployment_rate_2020,13.5
32000,NV,Nevada,Civilian_labor_force_2021,1500442
32000,NV,Nevada,Employed_2021,1397961
32000,NV,Nevada,Unemployed_2021,102481
32000,NV,Nevada,Unemployment_rate_2021,6.8
32000,NV,Nevada,Civilian_labor_force_2022,1557609
32000,NV,Nevada,Employed_2022,1476297
32000,NV,Nevada,Unemployed_2022,81312
32000,NV,Nevada,Unemployment_rate_2022,5.2
32000,NV,Nevada,Civilian_labor_force_2023,1602652
32000,NV,Nevada,Employed_2023,1520260
32000,NV,Nevada,Unemployed_2023,82392
32000,NV,Nevada,Unemployment_rate_2023,5.1
32000,NV,Nevada,Median_Household_Income_2022,72348
32000,NV,Nevada,Med_HH_Income_Percent_of_State_Total_2022,100
33000,NH,New Hampshire,Civilian_labor_force_2019,778467
33000,NH,New Hampshire,Employed_2019,758463
33000,NH,New Hampshire,Unemployed_2019,20004
33000,NH,New Hampshire,Unemployment_rate_2019,2.6
33000,NH,New Hampshire,Civilian_labor_force_2020,761429
33000,NH,New Hampshire,Employed_2020,710538
33000,NH,New Hampshire,Unemployed_2020,50891
33000,NH,New Hampshire,Unemployment_rate_2020,6.7
33000,NH,New Hampshire,Civilian_labor_force_2021,753206
33000,NH,New Hampshire,Employed_2021,727574
33000,NH,New Hampshire,Unemployed_2021,25632
33000,NH,New Hampshire,Unemployment_rate_2021,3.4
33000,NH,New Hampshire,Civilian_labor_force_2022,760333
33000,NH,New Hampshire,Employed_2022,742975
33000,NH,New Hampshire,Unemployed_2022,17358
33000,NH,New Hampshire,Unemployment_rate_2022,2.3
33000,NH,New Hampshire,Civilian_labor_force_2023,759604
33000,NH,New Hampshire,Employed_2023,742886
33000,NH,New Hampshire,Unemployed_2023,16718
33000,NH,New Hampshire,Unemployment_rate_2023,2.2
33000,NH,New Hampshire,Median_Household_Income_2022,90750
33000,NH,New Hampshire,Med_HH_Income_Percent_of_State_Total_2022,100
34000,NJ,New Jersey,Civilian_labor_force_2019,4687390
34000,NJ,New Jersey,Employed_2019,4525044
34000,NJ,New Jersey,Unemployed_2019,162346
34000,NJ,New Jersey,Unemployment_rate_2019,3.5
34000,NJ,New Jersey,Civilian_labor_force_2020,4638386
34000,NJ,New Jersey,Employed_2020,4200980
34000,NJ,New Jersey,Unemployed_2020,437406
34000,NJ,New Jersey,Unemployment_rate_2020,9.4
34000,NJ,New Jersey,Civilian_labor_force_2021,4648814
34000,NJ,New Jersey,Employed_2021,4337793
34000,NJ,New Jersey,Unemployed_2021,311021
34000,NJ,New Jersey,Unemployment_rate_2021,6.7
34000,NJ,New Jersey,Civilian_labor_force_2022,4736213
34000,NJ,New Jersey,Employed_2022,4552563
34000,NJ,New Jersey,Unemployed_2022,183650
34000,NJ,New Jersey,Unemployment_rate_2022,3.9
34000,NJ,New Jersey,Civilian_labor_force_2023,4829671
34000,NJ,New Jersey,Employed_2023,4615722
34000,NJ,New Jersey,Unemployed_2023,213949
34000,NJ,New Jersey,Unemployment_rate_2023,4.4
34000,NJ,New Jersey,Median_Household_Income_2022,96341
34000,NJ,New Jersey,Med_HH_Income_Percent_of_State_Total_2022,100
35000,NM,New Mexico,Civilian_labor_force_2019,955798
35000,NM,New Mexico,Employed_2019,908397
35000,NM,New Mexico,Unemployed_2019,47401
35000,NM,New Mexico,Unemployment_rate_2019,5
35000,NM,New Mexico,Civilian_labor_force_2020,931499
35000,NM,New Mexico,Employed_2020,858100
35000,NM,New Mexico,Unemployed_2020,73399
35000,NM,New Mexico,Unemployment_rate_2020,7.9
35000,NM,New Mexico,Civilian_labor_force_2021,942420
35000,NM,New Mexico,Employed_2021,875911
35000,NM,New Mexico,Unemployed_2021,66509
35000,NM,New Mexico,Unemployment_rate_2021,7.1
35000,NM,New Mexico,Civilian_labor_force_2022,947411
35000,NM,New Mexico,Employed_2022,908878
35000,NM,New Mexico,Unemployed_2022,38533
35000,NM,New Mexico,Unemployment_rate_2022,4.1
35000,NM,New Mexico,Civilian_labor_force_2023,965244
35000,NM,New Mexico,Employed_2023,928983
35000,NM,New Mexico,Unemployed_2023,36261
35000,NM,New Mexico,Unemployment_rate_2023,3.8
35000,NM,New Mexico,Median_Household_Income_2022,59842
35000,NM,New Mexico,Med_HH_Income_Percent_of_State_Total_2022,100
36000,NY,New York,Civilian_labor_force_2019,9850900
36000,NY,New York,Employed_2019,9470443
36000,NY,New York,Unemployed_2019,380457
36000,NY,New York,Unemployment_rate_2019,3.9
36000,NY,New York,Civilian_labor_force_2020,9564414
36000,NY,New York,Employed_2020,8628006
36000,NY,New York,Unemployed_2020,936408
36000,NY,New York,Unemployment_rate_2020,9.8
36000,NY,New York,Civilian_labor_force_2021,9532961
36000,NY,New York,Employed_2021,8856999
36000,NY,New York,Unemployed_2021,675962
36000,NY,New York,Unemployment_rate_2021,7.1
36000,NY,New York,Civilian_labor_force_2022,9595770
36000,NY,New York,Employed_2022,9178585
36000,NY,New York,Unemployed_2022,417185
36000,NY,New York,Unemployment_rate_2022,4.3
36000,NY,New York,Civilian_labor_force_2023,9717791
36000,NY,New York,Employed_2023,9306973
36000,NY,New York,Unemployed_2023,410818
36000,NY,New York,Unemployment_rate_2023,4.2
36000,NY,New York,Median_Household_Income_2022,79463
36000,NY,New York,Med_HH_Income_Percent_of_State_Total_2022,100
37000,NC,North Carolina,Civilian_labor_force_2019,5000820
37000,NC,North Carolina,Employed_2019,4807598
37000,NC,North Carolina,Unemployed_2019,193222
37000,NC,North Carolina,Unemployment_rate_2019,3.9
37000,NC,North Carolina,Civilian_labor_force_2020,4831154
37000,NC,North Carolina,Employed_2020,4483551
37000,NC,North Carolina,Unemployed_2020,347603
37000,NC,North Carolina,Unemployment_rate_2020,7.2
37000,NC,North Carolina,Civilian_labor_force_2021,4939281
37000,NC,North Carolina,Employed_2021,4697757
37000,NC,North Carolina,Unemployed_2021,241524
37000,NC,North Carolina,Unemployment_rate_2021,4.9
37000,NC,North Carolina,Civilian_labor_force_2022,5155937
37000,NC,North Carolina,Employed_2022,4965568
37000,NC,North Carolina,Unemployed_2022,190369
37000,NC,North Carolina,Unemployment_rate_2022,3.7
37000,NC,North Carolina,Civilian_labor_force_2023,5231638
37000,NC,North Carolina,Employed_2023,5050870
37000,NC,North Carolina,Unemployed_2023,180768
37000,NC,North Carolina,Unemployment_rate_2023,3.5
37000,NC,North Carolina,Median_Household_Income_2022,67516
37000,NC,North Carolina,Med_HH_Income_Percent_of_State_Total_2022,100
38000,ND,North Dakota,Civilian_labor_force_2019,414120
38000,ND,North Dakota,Employed_2019,405150
38000,ND,North Dakota,Unemployed_2019,8970
38000,ND,North Dakota,Unemployment_rate_2019,2.2
38000,ND,North Dakota,Civilian_labor_force_2020,409175
38000,ND,North Dakota,Employed_2020,388962
38000,ND,North Dakota,Unemployed_2020,20213
38000,ND,North Dakota,Unemployment_rate_2020,4.9
38000,ND,North Dakota,Civilian_labor_force_2021,407443
38000,ND,North Dakota,Employed_2021,395160
38000,ND,North Dakota,Unemployed_2021,12283
38000,ND,North Dakota,Unemployment_rate_2021,3
38000,ND,North Dakota,Civilian_labor_force_2022,412237
38000,ND,North Dakota,Employed_2022,403886
38000,ND,North Dakota,Unemployed_2022,8351
38000,ND,North Dakota,Unemployment_rate_2022,2
38000,ND,North Dakota,Civilian_labor_force_2023,416722
38000,ND,North Dakota,Employed_2023,408909
38000,ND,North Dakota,Unemployed_2023,7813
38000,ND,North Dakota,Unemployment_rate_2023,1.9
38000,ND,North Dakota,Median_Household_Income_2022,73240
38000,ND,North Dakota,Med_HH_Income_Percent_of_State_Total_2022,100
39000,OH,Ohio,Civilian_labor_force_2019,5879395
39000,OH,Ohio,Employed_2019,5634934
39000,OH,Ohio,Unemployed_2019,244461
39000,OH,Ohio,Unemployment_rate_2019,4.2
39000,OH,Ohio,Civilian_labor_force_2020,5736620
39000,OH,Ohio,Employed_2020,5266859
39000,OH,Ohio,Unemployed_2020,469761
39000,OH,Ohio,Unemployment_rate_2020,8.2
39000,OH,Ohio,Civilian_labor_force_2021,5708982
39000,OH,Ohio,Employed_2021,5415608
39000,OH,Ohio,Unemployed_2021,293374
39000,OH,Ohio,Unemployment_rate_2021,5.1
39000,OH,Ohio,Civilian_labor_force_2022,5733131
39000,OH,Ohio,Employed_2022,5503265
39000,OH,Ohio,Unemployed_2022,229866
39000,OH,Ohio,Unemployment_rate_2022,4
39000,OH,Ohio,Civilian_labor_force_2023,5786996
39000,OH,Ohio,Employed_2023,5582438
39000,OH,Ohio,Unemployed_2023,204558
39000,OH,Ohio,Unemployment_rate_2023,3.5
39000,OH,Ohio,Median_Household_Income_2022,65786
39000,OH,Ohio,Med_HH_Income_Percent_of_State_Total_2022,100
40000,OK,Oklahoma,Civilian_labor_force_2019,1843331
40000,OK,Oklahoma,Employed_2019,1785400
40000,OK,Oklahoma,Unemployed_2019,57931
40000,OK,Oklahoma,Unemployment_rate_2019,3.1
40000,OK,Oklahoma,Civilian_labor_force_2020,1842829
40000,OK,Oklahoma,Employed_2020,1726786
40000,OK,Oklahoma,Unemployed_2020,116043
40000,OK,Oklahoma,Unemployment_rate_2020,6.3
40000,OK,Oklahoma,Civilian_labor_force_2021,1866370
40000,OK,Oklahoma,Employed_2021,1791369
40000,OK,Oklahoma,Unemployed_2021,75001
40000,OK,Oklahoma,Unemployment_rate_2021,4
40000,OK,Oklahoma,Civilian_labor_force_2022,1903508
40000,OK,Oklahoma,Employed_2022,1845328
40000,OK,Oklahoma,Unemployed_2022,58180
40000,OK,Oklahoma,Unemployment_rate_2022,3.1
40000,OK,Oklahoma,Civilian_labor_force_2023,1963240
40000,OK,Oklahoma,Employed_2023,1899949
40000,OK,Oklahoma,Unemployed_2023,63291
40000,OK,Oklahoma,Unemployment_rate_2023,3.2
40000,OK,Oklahoma,Median_Household_Income_2022,59632
40000,OK,Oklahoma,Med_HH_Income_Percent_of_State_Total_2022,100
41000,OR,Oregon,Civilian_labor_force_2019,2091454
41000,OR,Oregon,Employed_2019,2013835
41000,OR,Oregon,Unemployed_2019,77619
41000,OR,Oregon,Unemployment_rate_2019,3.7
41000,OR,Oregon,Civilian_labor_force_2020,2107241
41000,OR,Oregon,Employed_2020,1947540
41000,OR,Oregon,Unemployed_2020,159701
41000,OR,Oregon,Unemployment_rate_2020,7.6
41000,OR,Oregon,Civilian_labor_force_2021,2144461
41000,OR,Oregon,Employed_2021,2033502
41000,OR,Oregon,Unemployed_2021,110959
41000,OR,Oregon,Unemployment_rate_2021,5.2
41000,OR,Oregon,Civilian_labor_force_2022,2159953
41000,OR,Oregon,Employed_2022,2075083
41000,OR,Oregon,Unemployed_2022,84870
41000,OR,Oregon,Unemployment_rate_2022,3.9
41000,OR,Oregon,Civilian_labor_force_2023,2162127
41000,OR,Oregon,Employed_2023,2081652
41000,OR,Oregon,Unemployed_2023,80475
41000,OR,Oregon,Unemployment_rate_2023,3.7
41000,OR,Oregon,Median_Household_Income_2022,75638
41000,OR,Oregon,Med_HH_Income_Percent_of_State_Total_2022,100
42000,PA,Pennsylvania,Civilian_labor_force_2019,6576454
42000,PA,Pennsylvania,Employed_2019,6291680
42000,PA,Pennsylvania,Unemployed_2019,284774
42000,PA,Pennsylvania,Unemployment_rate_2019,4.3
42000,PA,Pennsylvania,Civilian_labor_force_2020,6506484
42000,PA,Pennsylvania,Employed_2020,5929949
42000,PA,Pennsylvania,Unemployed_2020,576535
42000,PA,Pennsylvania,Unemployment_rate_2020,8.9
42000,PA,Pennsylvania,Civilian_labor_force_2021,6431855
42000,PA,Pennsylvania,Employed_2021,6054068
42000,PA,Pennsylvania,Unemployed_2021,377787
42000,PA,Pennsylvania,Unemployment_rate_2021,5.9
42000,PA,Pennsylvania,Civilian_labor_force_2022,6465248
42000,PA,Pennsylvania,Employed_2022,6202046
42000,PA,Pennsylvania,Unemployed_2022,263202
42000,PA,Pennsylvania,Unemployment_rate_2022,4.1
42000,PA,Pennsylvania,Civilian_labor_force_2023,6518343
42000,PA,Pennsylvania,Employed_2023,6295653
42000,PA,Pennsylvania,Unemployed_2023,222690
42000,PA,Pennsylvania,Unemployment_rate_2023,3.4
42000,PA,Pennsylvania,Median_Household_Income_2022,71789
42000,PA,Pennsylvania,Med_HH_Income_Percent_of_State_Total_2022,100
44000,RI,Rhode Island,Civilian_labor_force_2019,574066
44000,RI,Rhode Island,Employed_2019,553845
44000,RI,Rhode Island,Unemployed_2019,20221
44000,RI,Rhode Island,Unemployment_rate_2019,3.5
44000,RI,Rhode Island,Civilian_labor_force_2020,570736
44000,RI,Rhode Island,Employed_2020,518282
44000,RI,Rhode Island,Unemployed_2020,52454
44000,RI,Rhode Island,Unemployment_rate_2020,9.2
44000,RI,Rhode Island,Civilian_labor_force_2021,572546
44000,RI,Rhode Island,Employed_2021,540926
44000,RI,Rhode Island,Unemployed_2021,31620
44000,RI,Rhode Island,Unemployment_rate_2021,5.5
44000,RI,Rhode Island,Civilian_labor_force_2022,571754
44000,RI,Rhode Island,Employed_2022,553588
44000,RI,Rhode Island,Unemployed_2022,18166
44000,RI,Rhode Island,Unemployment_rate_2022,3.2
44000,RI,Rhode Island,Civilian_labor_force_2023,573848
44000,RI,Rhode Island,Employed_2023,556609
44000,RI,Rhode Island,Unemployed_2023,17239
44000,RI,Rhode Island,Unemployment_rate_2023,3
44000,RI,Rhode Island,Median_Household_Income_2022,80873
44000,RI,Rhode Island,Med_HH_Income_Percent_of_State_Total_2022,100
45000,SC,South Carolina,Civilian_labor_force_2019,2333533
45000,SC,South Carolina,Employed_2019,2268884
45000,SC,South Carolina,Unemployed_2019,64649
45000,SC,South Carolina,Unemployment_rate_2019,2.8
45000,SC,South Carolina,Civilian_labor_force_2020,2339140
45000,SC,South Carolina,Employed_2020,2199751
45000,SC,South Carolina,Unemployed_2020,139389
45000,SC,South Carolina,Unemployment_rate_2020,6
45000,SC,South Carolina,Civilian_labor_force_2021,2359169
45000,SC,South Carolina,Employed_2021,2266611
45000,SC,South Carolina,Unemployed_2021,92558
45000,SC,South Carolina,Unemployment_rate_2021,3.9
45000,SC,South Carolina,Civilian_labor_force_2022,2393329
45000,SC,South Carolina,Employed_2022,2316435
45000,SC,South Carolina,Unemployed_2022,76894
45000,SC,South Carolina,Unemployment_rate_2022,3.2
45000,SC,South Carolina,Civilian_labor_force_2023,2453060
45000,SC,South Carolina,Employed_2023,2380392
45000,SC,South Carolina,Unemployed_2023,72668
45000,SC,South Carolina,Unemployment_rate_2023,3
45000,SC,South Carolina,Median_Household_Income_2022,64227
45000,SC,South Carolina,Med_HH_Income_Percent_of_State_Total_2022,100
46000,SD,South Dakota,Civilian_labor_force_2019,464665
46000,SD,South Dakota,Employed_2019,451735
46000,SD,South Dakota,Unemployed_2019,12930
46000,SD,South Dakota,Unemployment_rate_2019,2.8
46000,SD,South Dakota,Civilian_labor_force_2020,464293
46000,SD,South Dakota,Employed_2020,444895
46000,SD,South Dakota,Unemployed_2020,19398
46000,SD,South Dakota,Unemployment_rate_2020,4.2
46000,SD,South Dakota,Civilian_labor_force_2021,468876
46000,SD,South Dakota,Employed_2021,456631
46000,SD,South Dakota,Unemployed_2021,12245
46000,SD,South Dakota,Unemployment_rate_2021,2.6
46000,SD,South Dakota,Civilian_labor_force_2022,474514
46000,SD,South Dakota,Employed_2022,464946
46000,SD,South Dakota,Unemployed_2022,9568
46000,SD,South Dakota,Unemployment_rate_2022,2
46000,SD,South Dakota,Civilian_labor_force_2023,480238
46000,SD,South Dakota,Employed_2023,470715
46000,SD,South Dakota,Unemployed_2023,9523
46000,SD,South Dakota,Unemployment_rate_2023,2
46000,SD,South Dakota,Median_Household_Income_2022,70597
46000,SD,South Dakota,Med_HH_Income_Percent_of_State_Total_2022,100
47000,TN,Tennessee,Civilian_labor_force_2019,3339445
47000,TN,Tennessee,Employed_2019,3227700
47000,TN,Tennessee,Unemployed_2019,111745
47000,TN,Tennessee,Unemployment_rate_2019,3.3
47000,TN,Tennessee,Civilian_labor_force_2020,3299159
47000,TN,Tennessee,Employed_2020,3053560
47000,TN,Tennessee,Unemployed_2020,245599
47000,TN,Tennessee,Unemployment_rate_2020,7.4
47000,TN,Tennessee,Civilian_labor_force_2021,3321355
47000,TN,Tennessee,Employed_2021,3172858
47000,TN,Tennessee,Unemployed_2021,148497
47000,TN,Tennessee,Unemployment_rate_2021,4.5
47000,TN,Tennessee,Civilian_labor_force_2022,3361979
47000,TN,Tennessee,Employed_2022,3247975
47000,TN,Tennessee,Unemployed_2022,114004
47000,TN,Tennessee,Unemployment_rate_2022,3.4
47000,TN,Tennessee,Civilian_labor_force_2023,3379605
47000,TN,Tennessee,Employed_2023,3267935
47000,TN,Tennessee,Unemployed_2023,111670
47000,TN,Tennessee,Unemployment_rate_2023,3.3
47000,TN,Tennessee,Median_Household_Income_2022,65231
47000,TN,Tennessee,Med_HH_Income_Percent_of_State_Total_2022,100
48000,TX,Texas,Civilian_labor_force_2019,13927670
48000,TX,Texas,Employed_2019,13434744
48000,TX,Texas,Unemployed_2019,492926
48000,TX,Texas,Unemployment_rate_2019,3.5
48000,TX,Texas,Civilian_labor_force_2020,13941490
48000,TX,Texas,Employed_2020,12872070
48000,TX,Texas,Unemployed_2020,1069420
48000,TX,Texas,Unemployment_rate_2020,7.7
48000,TX,Texas,Civilian_labor_force_2021,14292315
48000,TX,Texas,Employed_2021,13486624
48000,TX,Texas,Unemployed_2021,805691
48000,TX,Texas,Unemployment_rate_2021,5.6
48000,TX,Texas,Civilian_labor_force_2022,14672312
48000,TX,Texas,Employed_2022,14093906
48000,TX,Texas,Unemployed_2022,578406
48000,TX,Texas,Unemployment_rate_2022,3.9
48000,TX,Texas,Civilian_labor_force_2023,15067153
48000,TX,Texas,Employed_2023,14472524
48000,TX,Texas,Unemployed_2023,594629
48000,TX,Texas,Unemployment_rate_2023,3.9
48000,TX,Texas,Median_Household_Income_2022,72279
48000,TX,Texas,Med_HH_Income_Percent_of_State_Total_2022,100
49000,UT,Utah,Civilian_labor_force_2019,1619079
49000,UT,Utah,Employed_2019,1577970
49000,UT,Utah,Unemployed_2019,41109
49000,UT,Utah,Unemployment_rate_2019,2.5
49000,UT,Utah,Civilian_labor_force_2020,1644201
49000,UT,Utah,Employed_2020,1564747
49000,UT,Utah,Unemployed_2020,79454
49000,UT,Utah,Unemployment_rate_2020,4.8
49000,UT,Utah,Civilian_labor_force_2021,1683325
49000,UT,Utah,Employed_2021,1636957
49000,UT,Utah,Unemployed_2021,46368
49000,UT,Utah,Unemployment_rate_2021,2.8
49000,UT,Utah,Civilian_labor_force_2022,1737741
49000,UT,Utah,Employed_2022,1696513
49000,UT,Utah,Unemployed_2022,41228
49000,UT,Utah,Unemployment_rate_2022,2.4
49000,UT,Utah,Civilian_labor_force_2023,1790381
49000,UT,Utah,Employed_2023,1743223
49000,UT,Utah,Unemployed_2023,47158
49000,UT,Utah,Unemployment_rate_2023,2.6
49000,UT,Utah,Median_Household_Income_2022,88531
49000,UT,Utah,Med_HH_Income_Percent_of_State_Total_2022,100
50000,VT,Vermont,Civilian_labor_force_2019,353432
50000,VT,Vermont,Employed_2019,346059
50000,VT,Vermont,Unemployed_2019,7373
50000,VT,Vermont,Unemployment_rate_2019,2.1
50000,VT,Vermont,Civilian_labor_force_2020,339758
50000,VT,Vermont,Employed_2020,320708
50000,VT,Vermont,Unemployed_2020,19050
50000,VT,Vermont,Unemployment_rate_2020,5.6
50000,VT,Vermont,Civilian_labor_force_2021,336265
50000,VT,Vermont,Employed_2021,324166
50000,VT,Vermont,Unemployed_2021,12099
50000,VT,Vermont,Unemployment_rate_2021,3.6
50000,VT,Vermont,Civilian_labor_force_2022,343550
50000,VT,Vermont,Employed_2022,335547
50000,VT,Vermont,Unemployed_2022,8003
50000,VT,Vermont,Unemployment_rate_2022,2.3
50000,VT,Vermont,Civilian_labor_force_2023,350886
50000,VT,Vermont,Employed_2023,343840
50000,VT,Vermont,Unemployed_2023,7046
50000,VT,Vermont,Unemployment_rate_2023,2
50000,VT,Vermont,Median_Household_Income_2022,74555
50000,VT,Vermont,Med_HH_Income_Percent_of_State_Total_2022,100
51000,VA,Virginia,Civilian_labor_force_2019,4419378
51000,VA,Virginia,Employed_2019,4297265
51000,VA,Virginia,Unemployed_2019,122113
51000,VA,Virginia,Unemployment_rate_2019,2.8
51000,VA,Virginia,Civilian_labor_force_2020,4332338
51000,VA,Virginia,Employed_2020,4053387
51000,VA,Virginia,Unemployed_2020,278951
51000,VA,Virginia,Unemployment_rate_2020,6.4
51000,VA,Virginia,Civilian_labor_force_2021,4315045
51000,VA,Virginia,Employed_2021,4148175
51000,VA,Virginia,Unemployed_2021,166870
51000,VA,Virginia,Unemployment_rate_2021,3.9
51000,VA,Virginia,Civilian_labor_force_2022,4427292
51000,VA,Virginia,Employed_2022,4304759
51000,VA,Virginia,Unemployed_2022,122533
51000,VA,Virginia,Unemployment_rate_2022,2.8
51000,VA,Virginia,Civilian_labor_force_2023,4555208
51000,VA,Virginia,Employed_2023,4424155
51000,VA,Virginia,Unemployed_2023,131053
51000,VA,Virginia,Unemployment_rate_2023,2.9
51000,VA,Virginia,Median_Household_Income_2022,85838
51000,VA,Virginia,Med_HH_Income_Percent_of_State_Total_2022,100
53000,WA,Washington,Civilian_labor_force_2019,3960885
53000,WA,Washington,Employed_2019,3794004
