FIPStxt,State,Area_Name,Attribute,Value
10000,DE,Delaware,NET_MIG_2020,2257
10000,DE,Delaware,NET_MIG_2021,14223
10000,DE,Delaware,NET_MIG_2022,15047
10000,DE,Delaware,NET_MIG_2023,12597
10000,DE,Delaware,RESIDUAL_2020,39
10000,DE,Delaware,RESIDUAL_2021,-150
10000,DE,Delaware,RESIDUAL_2022,136
10000,DE,Delaware,RESIDUAL_2023,6
10000,DE,Delaware,GQ_ESTIMATES_BASE_2020,22718
10000,DE,Delaware,GQ_ESTIMATES_2020,22409
10000,DE,Delaware,GQ_ESTIMATES_2021,22717
10000,DE,Delaware,GQ_ESTIMATES_2022,23809
10000,DE,Delaware,GQ_ESTIMATES_2023,23737
10000,DE,Delaware,R_BIRTH_2021,10.2
10000,DE,Delaware,R_BIRTH_2022,10.8
10000,DE,Delaware,R_BIRTH_2023,10.5
10000,DE,Delaware,R_DEATH_2021,11.2
10000,DE,Delaware,R_DEATH_2022,11.3
10000,DE,Delaware,R_DEATH_2023,10.6
10000,DE,Delaware,R_NATURAL_CHG_2021,-1.1
10000,DE,Delaware,R_NATURAL_CHG_2022,-0.6
10000,DE,Delaware,R_NATURAL_CHG_2023,-0.2
10000,DE,Delaware,R_INTERNATIONAL_MIG_2021,0.9
10000,DE,Delaware,R_INTERNATIONAL_MIG_2022,2.3
10000,DE,Delaware,R_INTERNATIONAL_MIG_2023,2.2
10000,DE,Delaware,R_DOMESTIC_MIG_2021,13.3
10000,DE,Delaware,R_DOMESTIC_MIG_2022,12.5
10000,DE,Delaware,R_DOMESTIC_MIG_2023,10.1
10000,DE,Delaware,R_NET_MIG_2021,14.2
10000,DE,Delaware,R_NET_MIG_2022,14.9
10000,DE,Delaware,R_NET_MIG_2023,12.3
11000,DC,District of Columbia,CENSUS_2020_POP,689545
11000,DC,District of Columbia,ESTIMATES_BASE_2020,689548
11000,DC,District of Columbia,POP_ESTIMATE_2020,670839
11000,DC,District of Columbia,POP_ESTIMATE_2021,669037
11000,DC,District of Columbia,POP_ESTIMATE_2022,670949
11000,DC,District of Columbia,POP_ESTIMATE_2023,678972
11000,DC,District of Columbia,N_POP_CHG_2020,-18709
11000,DC,District of Columbia,N_POP_CHG_2021,-1802
11000,DC,District of Columbia,N_POP_CHG_2022,1912
11000,DC,District of Columbia,N_POP_CHG_2023,8023
11000,DC,District of Columbia,BIRTHS_2020,2187
11000,DC,District of Columbia,BIRTHS_2021,8508
11000,DC,District of Columbia,BIRTHS_2022,8399
11000,DC,District of Columbia,BIRTHS_2023,7627
11000,DC,District of Columbia,DEATHS_2020,2004
11000,DC,District of Columbia,DEATHS_2021,5837
11000,DC,District of Columbia,DEATHS_2022,5572
11000,DC,District of Columbia,DEATHS_2023,5020
11000,DC,District of Columbia,NATURAL_CHG_2020,183
11000,DC,District of Columbia,NATURAL_CHG_2021,2671
11000,DC,District of Columbia,NATURAL_CHG_2022,2827
11000,DC,District of Columbia,NATURAL_CHG_2023,2607
11000,DC,District of Columbia,INTERNATIONAL_MIG_2020,50
11000,DC,District of Columbia,INTERNATIONAL_MIG_2021,1745
11000,DC,District of Columbia,INTERNATIONAL_MIG_2022,4527
11000,DC,District of Columbia,INTERNATIONAL_MIG_2023,6969
11000,DC,District of Columbia,DOMESTIC_MIG_2020,-15475
11000,DC,District of Columbia,DOMESTIC_MIG_2021,-6551
11000,DC,District of Columbia,DOMESTIC_MIG_2022,-4917
11000,DC,District of Columbia,DOMESTIC_MIG_2023,-1509
11000,DC,District of Columbia,NET_MIG_2020,-15425
11000,DC,District of Columbia,NET_MIG_2021,-4806
11000,DC,District of Columbia,NET_MIG_2022,-390
11000,DC,District of Columbia,NET_MIG_2023,5460
11000,DC,District of Columbia,RESIDUAL_2020,-3467
11000,DC,District of Columbia,RESIDUAL_2021,333
11000,DC,District of Columbia,RESIDUAL_2022,-525
11000,DC,District of Columbia,RESIDUAL_2023,-44
11000,DC,District of Columbia,GQ_ESTIMATES_BASE_2020,40699
11000,DC,District of Columbia,GQ_ESTIMATES_2020,21719
11000,DC,District of Columbia,GQ_ESTIMATES_2021,38289
11000,DC,District of Columbia,GQ_ESTIMATES_2022,36723
11000,DC,District of Columbia,GQ_ESTIMATES_2023,37601
11000,DC,District of Columbia,R_BIRTH_2021,12.7
11000,DC,District of Columbia,R_BIRTH_2022,12.5
11000,DC,District of Columbia,R_BIRTH_2023,11.3
11000,DC,District of Columbia,R_DEATH_2021,8.7
11000,DC,District of Columbia,R_DEATH_2022,8.3
11000,DC,District of Columbia,R_DEATH_2023,7.4
11000,DC,District of Columbia,R_NATURAL_CHG_2021,4
11000,DC,District of Columbia,R_NATURAL_CHG_2022,4.2
11000,DC,District of Columbia,R_NATURAL_CHG_2023,3.9
11000,DC,District of Columbia,R_INTERNATIONAL_MIG_2021,2.6
11000,DC,District of Columbia,R_INTERNATIONAL_MIG_2022,6.8
11000,DC,District of Columbia,R_INTERNATIONAL_MIG_2023,10.3
11000,DC,District of Columbia,R_DOMESTIC_MIG_2021,-9.8
11000,DC,District of Columbia,R_DOMESTIC_MIG_2022,-7.3
11000,DC,District of Columbia,R_DOMESTIC_MIG_2023,-2.2
11000,DC,District of Columbia,R_NET_MIG_2021,-7.2
11000,DC,District of Columbia,R_NET_MIG_2022,-0.6
11000,DC,District of Columbia,R_NET_MIG_2023,8.1
11001,DC,District of Columbia,Rural_Urban_Continuum_Code_2013,1
11001,DC,District of Columbia,Rural_Urban_Continuum_Code_2023,1
11001,DC,District of Columbia,Urban_Influence_2013,1
11001,DC,District of Columbia,Economic_typology_2015,4
11001,DC,District of Columbia,CENSUS_2020_POP,689545
11001,DC,District of Columbia,ESTIMATES_BASE_2020,689548
11001,DC,District of Columbia,POP_ESTIMATE_2020,670839
11001,DC,District of Columbia,POP_ESTIMATE_2021,669037
11001,DC,District of Columbia,POP_ESTIMATE_2022,670949
11001,DC,District of Columbia,POP_ESTIMATE_2023,678972
11001,DC,District of Columbia,N_POP_CHG_2020,-18709
11001,DC,District of Columbia,N_POP_CHG_2021,-1802
11001,DC,District of Columbia,N_POP_CHG_2022,1912
11001,DC,District of Columbia,N_POP_CHG_2023,8023
11001,DC,District of Columbia,BIRTHS_2020,2187
11001,DC,District of Columbia,BIRTHS_2021,8508
11001,DC,District of Columbia,BIRTHS_2022,8399
11001,DC,District of Columbia,BIRTHS_2023,7627
11001,DC,District of Columbia,DEATHS_2020,2004
11001,DC,District of Columbia,DEATHS_2021,5837
11001,DC,District of Columbia,DEATHS_2022,5572
11001,DC,District of Columbia,DEATHS_2023,5020
11001,DC,District of Columbia,NATURAL_CHG_2020,183
11001,DC,District of Columbia,NATURAL_CHG_2021,2671
11001,DC,District of Columbia,NATURAL_CHG_2022,2827
11001,DC,District of Columbia,NATURAL_CHG_2023,2607
11001,DC,District of Columbia,INTERNATIONAL_MIG_2020,50
11001,DC,District of Columbia,INTERNATIONAL_MIG_2021,1745
11001,DC,District of Columbia,INTERNATIONAL_MIG_2022,4527
11001,DC,District of Columbia,INTERNATIONAL_MIG_2023,6969
11001,DC,District of Columbia,DOMESTIC_MIG_2020,-15475
11001,DC,District of Columbia,DOMESTIC_MIG_2021,-6551
11001,DC,District of Columbia,DOMESTIC_MIG_2022,-4917
11001,DC,District of Columbia,DOMESTIC_MIG_2023,-1509
11001,DC,District of Columbia,NET_MIG_2020,-15425
11001,DC,District of Columbia,NET_MIG_2021,-4806
11001,DC,District of Columbia,NET_MIG_2022,-390
11001,DC,District of Columbia,NET_MIG_2023,5460
11001,DC,District of Columbia,RESIDUAL_2020,-3467
11001,DC,District of Columbia,RESIDUAL_2021,333
11001,DC,District of Columbia,RESIDUAL_2022,-525
11001,DC,District of Columbia,RESIDUAL_2023,-44
11001,DC,District of Columbia,GQ_ESTIMATES_BASE_2020,40699
11001,DC,District of Columbia,GQ_ESTIMATES_2020,21719
11001,DC,District of Columbia,GQ_ESTIMATES_2021,38289
11001,DC,District of Columbia,GQ_ESTIMATES_2022,36723
11001,DC,District of Columbia,GQ_ESTIMATES_2023,37601
11001,DC,District of Columbia,R_BIRTH_2021,12.7
11001,DC,District of Columbia,R_BIRTH_2022,12.5
11001,DC,District of Columbia,R_BIRTH_2023,11.3
11001,DC,District of Columbia,R_DEATH_2021,8.7
11001,DC,District of Columbia,R_DEATH_2022,8.3
11001,DC,District of Columbia,R_DEATH_2023,7.4
11001,DC,District of Columbia,R_NATURAL_CHG_2021,4
11001,DC,District of Columbia,R_NATURAL_CHG_2022,4.2
11001,DC,District of Columbia,R_NATURAL_CHG_2023,3.9
11001,DC,District of Columbia,R_INTERNATIONAL_MIG_2021,2.6
11001,DC,District of Columbia,R_INTERNATIONAL_MIG_2022,6.8
11001,DC,District of Columbia,R_INTERNATIONAL_MIG_2023,10.3
11001,DC,District of Columbia,R_DOMESTIC_MIG_2021,-9.8
11001,DC,District of Columbia,R_DOMESTIC_MIG_2022,-7.3
11001,DC,District of Columbia,R_DOMESTIC_MIG_2023,-2.2
11001,DC,District of Columbia,R_NET_MIG_2021,-7.2
11001,DC,District of Columbia,R_NET_MIG_2022,-0.6
11001,DC,District of Columbia,R_NET_MIG_2023,8.1
12000,FL,Florida,CENSUS_2020_POP,21538187
12000,FL,Florida,ESTIMATES_BASE_2020,21538216
12000,FL,Florida,POP_ESTIMATE_2020,21591299
12000,FL,Florida,POP_ESTIMATE_2021,21830708
12000,FL,Florida,POP_ESTIMATE_2022,22245521
12000,FL,Florida,POP_ESTIMATE_2023,22610726
12000,FL,Florida,N_POP_CHG_2020,53083
12000,FL,Florida,N_POP_CHG_2021,239409
12000,FL,Florida,N_POP_CHG_2022,414813
12000,FL,Florida,N_POP_CHG_2023,365205
12000,FL,Florida,BIRTHS_2020,50294
12000,FL,Florida,BIRTHS_2021,207942
12000,FL,Florida,BIRTHS_2022,222003
12000,FL,Florida,BIRTHS_2023,223578
12000,FL,Florida,DEATHS_2020,56383
12000,FL,Florida,DEATHS_2021,250389
12000,FL,Florida,DEATHS_2022,260220
12000,FL,Florida,DEATHS_2023,231181
12000,FL,Florida,NATURAL_CHG_2020,-6089
12000,FL,Florida,NATURAL_CHG_2021,-42447
12000,FL,Florida,NATURAL_CHG_2022,-38217
12000,FL,Florida,NATURAL_CHG_2023,-7603
12000,FL,Florida,INTERNATIONAL_MIG_2020,2840
12000,FL,Florida,INTERNATIONAL_MIG_2021,46865
12000,FL,Florida,INTERNATIONAL_MIG_2022,121233
12000,FL,Florida,INTERNATIONAL_MIG_2023,178432
12000,FL,Florida,DOMESTIC_MIG_2020,61782
12000,FL,Florida,DOMESTIC_MIG_2021,244619
12000,FL,Florida,DOMESTIC_MIG_2022,317923
12000,FL,Florida,DOMESTIC_MIG_2023,194438
12000,FL,Florida,NET_MIG_2020,64622
12000,FL,Florida,NET_MIG_2021,291484
12000,FL,Florida,NET_MIG_2022,439156
12000,FL,Florida,NET_MIG_2023,372870
12000,FL,Florida,RESIDUAL_2020,-5450
12000,FL,Florida,RESIDUAL_2021,-9628
12000,FL,Florida,RESIDUAL_2022,13874
12000,FL,Florida,RESIDUAL_2023,-62
12000,FL,Florida,GQ_ESTIMATES_BASE_2020,464639
12000,FL,Florida,GQ_ESTIMATES_2020,470385
12000,FL,Florida,GQ_ESTIMATES_2021,475056
12000,FL,Florida,GQ_ESTIMATES_2022,479972
12000,FL,Florida,GQ_ESTIMATES_2023,480002
12000,FL,Florida,R_BIRTH_2021,9.6
12000,FL,Florida,R_BIRTH_2022,10.1
12000,FL,Florida,R_BIRTH_2023,10
12000,FL,Florida,R_DEATH_2021,11.5
12000,FL,Florida,R_DEATH_2022,11.8
12000,FL,Florida,R_DEATH_2023,10.3
12000,FL,Florida,R_NATURAL_CHG_2021,-2
12000,FL,Florida,R_NATURAL_CHG_2022,-1.7
12000,FL,Florida,R_NATURAL_CHG_2023,-0.3
12000,FL,Florida,R_INTERNATIONAL_MIG_2021,2.2
12000,FL,Florida,R_INTERNATIONAL_MIG_2022,5.5
12000,FL,Florida,R_INTERNATIONAL_MIG_2023,8
12000,FL,Florida,R_DOMESTIC_MIG_2021,11.3
12000,FL,Florida,R_DOMESTIC_MIG_2022,14.4
12000,FL,Florida,R_DOMESTIC_MIG_2023,8.7
12000,FL,Florida,R_NET_MIG_2021,13.4
12000,FL,Florida,R_NET_MIG_2022,19.9
12000,FL,Florida,R_NET_MIG_2023,16.6
13000,GA,Georgia,CENSUS_2020_POP,10711908
13000,GA,Georgia,ESTIMATES_BASE_2020,10713771
13000,GA,Georgia,POP_ESTIMATE_2020,10732390
13000,GA,Georgia,POP_ESTIMATE_2021,10790385
13000,GA,Georgia,POP_ESTIMATE_2022,10913150
13000,GA,Georgia,POP_ESTIMATE_2023,11029227
13000,GA,Georgia,N_POP_CHG_2020,18619
13000,GA,Georgia,N_POP_CHG_2021,57995
13000,GA,Georgia,N_POP_CHG_2022,122765
13000,GA,Georgia,N_POP_CHG_2023,116077
13000,GA,Georgia,BIRTHS_2020,29847
13000,GA,Georgia,BIRTHS_2021,121276
13000,GA,Georgia,BIRTHS_2022,125599
13000,GA,Georgia,BIRTHS_2023,125664
13000,GA,Georgia,DEATHS_2020,24771
13000,GA,Georgia,DEATHS_2021,109501
13000,GA,Georgia,DEATHS_2022,110380
13000,GA,Georgia,DEATHS_2023,97847
13000,GA,Georgia,NATURAL_CHG_2020,5076
13000,GA,Georgia,NATURAL_CHG_2021,11775
13000,GA,Georgia,NATURAL_CHG_2022,15219
13000,GA,Georgia,NATURAL_CHG_2023,27817
13000,GA,Georgia,INTERNATIONAL_MIG_2020,730
13000,GA,Georgia,INTERNATIONAL_MIG_2021,10161
13000,GA,Georgia,INTERNATIONAL_MIG_2022,27010
13000,GA,Georgia,INTERNATIONAL_MIG_2023,30119
13000,GA,Georgia,DOMESTIC_MIG_2020,11606
13000,GA,Georgia,DOMESTIC_MIG_2021,35341
13000,GA,Georgia,DOMESTIC_MIG_2022,80599
13000,GA,Georgia,DOMESTIC_MIG_2023,58206
13000,GA,Georgia,NET_MIG_2020,12336
13000,GA,Georgia,NET_MIG_2021,45502
13000,GA,Georgia,NET_MIG_2022,107609
13000,GA,Georgia,NET_MIG_2023,88325
13000,GA,Georgia,RESIDUAL_2020,1207
13000,GA,Georgia,RESIDUAL_2021,718
13000,GA,Georgia,RESIDUAL_2022,-63
13000,GA,Georgia,RESIDUAL_2023,-65
13000,GA,Georgia,GQ_ESTIMATES_BASE_2020,257042
13000,GA,Georgia,GQ_ESTIMATES_2020,255871
13000,GA,Georgia,GQ_ESTIMATES_2021,234733
13000,GA,Georgia,GQ_ESTIMATES_2022,251794
13000,GA,Georgia,GQ_ESTIMATES_2023,254664
13000,GA,Georgia,R_BIRTH_2021,11.3
13000,GA,Georgia,R_BIRTH_2022,11.6
13000,GA,Georgia,R_BIRTH_2023,11.5
13000,GA,Georgia,R_DEATH_2021,10.2
13000,GA,Georgia,R_DEATH_2022,10.2
13000,GA,Georgia,R_DEATH_2023,8.9
13000,GA,Georgia,R_NATURAL_CHG_2021,1.1
13000,GA,Georgia,R_NATURAL_CHG_2022,1.4
13000,GA,Georgia,R_NATURAL_CHG_2023,2.5
13000,GA,Georgia,R_INTERNATIONAL_MIG_2021,0.9
13000,GA,Georgia,R_INTERNATIONAL_MIG_2022,2.5
13000,GA,Georgia,R_INTERNATIONAL_MIG_2023,2.7
13000,GA,Georgia,R_DOMESTIC_MIG_2021,3.3
13000,GA,Georgia,R_DOMESTIC_MIG_2022,7.4
13000,GA,Georgia,R_DOMESTIC_MIG_2023,5.3
13000,GA,Georgia,R_NET_MIG_2021,4.2
13000,GA,Georgia,R_NET_MIG_2022,9.9
13000,GA,Georgia,R_NET_MIG_2023,8.1
15000,HI,Hawaii,CENSUS_2020_POP,1455271
15000,HI,Hawaii,ESTIMATES_BASE_2020,1455274
15000,HI,Hawaii,POP_ESTIMATE_2020,1451181
15000,HI,Hawaii,POP_ESTIMATE_2021,1446745
15000,HI,Hawaii,POP_ESTIMATE_2022,1439399
15000,HI,Hawaii,POP_ESTIMATE_2023,1435138
15000,HI,Hawaii,N_POP_CHG_2020,-4093
15000,HI,Hawaii,N_POP_CHG_2021,-4436
15000,HI,Hawaii,N_POP_CHG_2022,-7346
15000,HI,Hawaii,N_POP_CHG_2023,-4261
15000,HI,Hawaii,BIRTHS_2020,3836
15000,HI,Hawaii,BIRTHS_2021,15528
15000,HI,Hawaii,BIRTHS_2022,15746
15000,HI,Hawaii,BIRTHS_2023,15167
15000,HI,Hawaii,DEATHS_2020,2843
15000,HI,Hawaii,DEATHS_2021,12152
15000,HI,Hawaii,DEATHS_2022,13375
15000,HI,Hawaii,DEATHS_2023,12812
15000,HI,Hawaii,NATURAL_CHG_2020,993
15000,HI,Hawaii,NATURAL_CHG_2021,3376
15000,HI,Hawaii,NATURAL_CHG_2022,2371
15000,HI,Hawaii,NATURAL_CHG_2023,2355
15000,HI,Hawaii,INTERNATIONAL_MIG_2020,119
15000,HI,Hawaii,INTERNATIONAL_MIG_2021,2043
15000,HI,Hawaii,INTERNATIONAL_MIG_2022,5917
15000,HI,Hawaii,INTERNATIONAL_MIG_2023,4627
15000,HI,Hawaii,DOMESTIC_MIG_2020,-4831
15000,HI,Hawaii,DOMESTIC_MIG_2021,-9982
15000,HI,Hawaii,DOMESTIC_MIG_2022,-15664
15000,HI,Hawaii,DOMESTIC_MIG_2023,-11193
15000,HI,Hawaii,NET_MIG_2020,-4712
15000,HI,Hawaii,NET_MIG_2021,-7939
15000,HI,Hawaii,NET_MIG_2022,-9747
15000,HI,Hawaii,NET_MIG_2023,-6566
15000,HI,Hawaii,RESIDUAL_2020,-374
15000,HI,Hawaii,RESIDUAL_2021,127
15000,HI,Hawaii,RESIDUAL_2022,30
15000,HI,Hawaii,RESIDUAL_2023,-50
15000,HI,Hawaii,GQ_ESTIMATES_BASE_2020,40759
15000,HI,Hawaii,GQ_ESTIMATES_2020,38589
15000,HI,Hawaii,GQ_ESTIMATES_2021,40519
15000,HI,Hawaii,GQ_ESTIMATES_2022,40072
15000,HI,Hawaii,GQ_ESTIMATES_2023,40128
15000,HI,Hawaii,R_BIRTH_2021,10.7
15000,HI,Hawaii,R_BIRTH_2022,10.9
15000,HI,Hawaii,R_BIRTH_2023,10.6
15000,HI,Hawaii,R_DEATH_2021,8.4
15000,HI,Hawaii,R_DEATH_2022,9.3
15000,HI,Hawaii,R_DEATH_2023,8.9
15000,HI,Hawaii,R_NATURAL_CHG_2021,2.3
15000,HI,Hawaii,R_NATURAL_CHG_2022,1.6
15000,HI,Hawaii,R_NATURAL_CHG_2023,1.6
15000,HI,Hawaii,R_INTERNATIONAL_MIG_2021,1.4
15000,HI,Hawaii,R_INTERNATIONAL_MIG_2022,4.1
15000,HI,Hawaii,R_INTERNATIONAL_MIG_2023,3.2
15000,HI,Hawaii,R_DOMESTIC_MIG_2021,-6.9
15000,HI,Hawaii,R_DOMESTIC_MIG_2022,-10.9
15000,HI,Hawaii,R_DOMESTIC_MIG_2023,-7.8
15000,HI,Hawaii,R_NET_MIG_2021,-5.5
15000,HI,Hawaii,R_NET_MIG_2022,-6.8
15000,HI,Hawaii,R_NET_MIG_2023,-4.6
16000,ID,Idaho,CENSUS_2020_POP,1839106
16000,ID,Idaho,ESTIMATES_BASE_2020,1839117
16000,ID,Idaho,POP_ESTIMATE_2020,1849339
16000,ID,Idaho,POP_ESTIMATE_2021,1904537
16000,ID,Idaho,POP_ESTIMATE_2022,1938996
16000,ID,Idaho,POP_ESTIMATE_2023,1964726
16000,ID,Idaho,N_POP_CHG_2020,10222
16000,ID,Idaho,N_POP_CHG_2021,55198
16000,ID,Idaho,N_POP_CHG_2022,34459
16000,ID,Idaho,N_POP_CHG_2023,25730
16000,ID,Idaho,BIRTHS_2020,5467
16000,ID,Idaho,BIRTHS_2021,21850
16000,ID,Idaho,BIRTHS_2022,22418
16000,ID,Idaho,BIRTHS_2023,22456
16000,ID,Idaho,DEATHS_2020,3629
16000,ID,Idaho,DEATHS_2021,17141
16000,ID,Idaho,DEATHS_2022,18938
16000,ID,Idaho,DEATHS_2023,16817
16000,ID,Idaho,NATURAL_CHG_2020,1838
16000,ID,Idaho,NATURAL_CHG_2021,4709
16000,ID,Idaho,NATURAL_CHG_2022,3480
16000,ID,Idaho,NATURAL_CHG_2023,5639
16000,ID,Idaho,INTERNATIONAL_MIG_2020,58
16000,ID,Idaho,INTERNATIONAL_MIG_2021,698
16000,ID,Idaho,INTERNATIONAL_MIG_2022,1779
16000,ID,Idaho,INTERNATIONAL_MIG_2023,4664
16000,ID,Idaho,DOMESTIC_MIG_2020,8814
16000,ID,Idaho,DOMESTIC_MIG_2021,51524
16000,ID,Idaho,DOMESTIC_MIG_2022,28586
16000,ID,Idaho,DOMESTIC_MIG_2023,15389
16000,ID,Idaho,NET_MIG_2020,8872
16000,ID,Idaho,NET_MIG_2021,52222
16000,ID,Idaho,NET_MIG_2022,30365
16000,ID,Idaho,NET_MIG_2023,20053
16000,ID,Idaho,RESIDUAL_2020,-488
16000,ID,Idaho,RESIDUAL_2021,-1733
16000,ID,Idaho,RESIDUAL_2022,614
16000,ID,Idaho,RESIDUAL_2023,38
16000,ID,Idaho,GQ_ESTIMATES_BASE_2020,49704
16000,ID,Idaho,GQ_ESTIMATES_2020,49640
16000,ID,Idaho,GQ_ESTIMATES_2021,50083
16000,ID,Idaho,GQ_ESTIMATES_2022,50140
16000,ID,Idaho,GQ_ESTIMATES_2023,50256
16000,ID,Idaho,R_BIRTH_2021,11.6
16000,ID,Idaho,R_BIRTH_2022,11.7
16000,ID,Idaho,R_BIRTH_2023,11.5
16000,ID,Idaho,R_DEATH_2021,9.1
16000,ID,Idaho,R_DEATH_2022,9.9
16000,ID,Idaho,R_DEATH_2023,8.6
16000,ID,Idaho,R_NATURAL_CHG_2021,2.5
16000,ID,Idaho,R_NATURAL_CHG_2022,1.8
16000,ID,Idaho,R_NATURAL_CHG_2023,2.9
16000,ID,Idaho,R_INTERNATIONAL_MIG_2021,0.4
16000,ID,Idaho,R_INTERNATIONAL_MIG_2022,0.9
16000,ID,Idaho,R_INTERNATIONAL_MIG_2023,2.4
16000,ID,Idaho,R_DOMESTIC_MIG_2021,27.5
16000,ID,Idaho,R_DOMESTIC_MIG_2022,14.9
16000,ID,Idaho,R_DOMESTIC_MIG_2023,7.9
16000,ID,Idaho,R_NET_MIG_2021,27.8
16000,ID,Idaho,R_NET_MIG_2022,15.8
16000,ID,Idaho,R_NET_MIG_2023,10.3
17000,IL,Illinois,CENSUS_2020_POP,12812508
17000,IL,Illinois,ESTIMATES_BASE_2020,12813469
17000,IL,Illinois,POP_ESTIMATE_2020,12790357
17000,IL,Illinois,POP_ESTIMATE_2021,12690341
17000,IL,Illinois,POP_ESTIMATE_2022,12582515
17000,IL,Illinois,POP_ESTIMATE_2023,12549689
17000,IL,Illinois,N_POP_CHG_2020,-23112
17000,IL,Illinois,N_POP_CHG_2021,-100016
17000,IL,Illinois,N_POP_CHG_2022,-107826
17000,IL,Illinois,N_POP_CHG_2023,-32826
17000,IL,Illinois,BIRTHS_2020,33452
17000,IL,Illinois,BIRTHS_2021,131888
17000,IL,Illinois,BIRTHS_2022,129614
17000,IL,Illinois,BIRTHS_2023,127235
17000,IL,Illinois,DEATHS_2020,35296
17000,IL,Illinois,DEATHS_2021,128385
17000,IL,Illinois,DEATHS_2022,127064
17000,IL,Illinois,DEATHS_2023,116782
17000,IL,Illinois,NATURAL_CHG_2020,-1844
17000,IL,Illinois,NATURAL_CHG_2021,3503
17000,IL,Illinois,NATURAL_CHG_2022,2550
17000,IL,Illinois,NATURAL_CHG_2023,10453
17000,IL,Illinois,INTERNATIONAL_MIG_2020,504
17000,IL,Illinois,INTERNATIONAL_MIG_2021,11447
17000,IL,Illinois,INTERNATIONAL_MIG_2022,31224
17000,IL,Illinois,INTERNATIONAL_MIG_2023,40492
17000,IL,Illinois,DOMESTIC_MIG_2020,-22545
17000,IL,Illinois,DOMESTIC_MIG_2021,-115656
17000,IL,Illinois,DOMESTIC_MIG_2022,-142403
17000,IL,Illinois,DOMESTIC_MIG_2023,-83839
17000,IL,Illinois,NET_MIG_2020,-22041
17000,IL,Illinois,NET_MIG_2021,-104209
17000,IL,Illinois,NET_MIG_2022,-111179
17000,IL,Illinois,NET_MIG_2023,-43347
17000,IL,Illinois,RESIDUAL_2020,773
17000,IL,Illinois,RESIDUAL_2021,690
17000,IL,Illinois,RESIDUAL_2022,803
17000,IL,Illinois,RESIDUAL_2023,68
17000,IL,Illinois,GQ_ESTIMATES_BASE_2020,276332
17000,IL,Illinois,GQ_ESTIMATES_2020,278270
17000,IL,Illinois,GQ_ESTIMATES_2021,278180
17000,IL,Illinois,GQ_ESTIMATES_2022,278163
17000,IL,Illinois,GQ_ESTIMATES_2023,278186
17000,IL,Illinois,R_BIRTH_2021,10.4
17000,IL,Illinois,R_BIRTH_2022,10.3
17000,IL,Illinois,R_BIRTH_2023,10.1
17000,IL,Illinois,R_DEATH_2021,10.1
17000,IL,Illinois,R_DEATH_2022,10.1
17000,IL,Illinois,R_DEATH_2023,9.3
17000,IL,Illinois,R_NATURAL_CHG_2021,0.3
17000,IL,Illinois,R_NATURAL_CHG_2022,0.2
17000,IL,Illinois,R_NATURAL_CHG_2023,0.8
17000,IL,Illinois,R_INTERNATIONAL_MIG_2021,0.9
17000,IL,Illinois,R_INTERNATIONAL_MIG_2022,2.5
17000,IL,Illinois,R_INTERNATIONAL_MIG_2023,3.2
17000,IL,Illinois,R_DOMESTIC_MIG_2021,-9.1
17000,IL,Illinois,R_DOMESTIC_MIG_2022,-11.3
17000,IL,Illinois,R_DOMESTIC_MIG_2023,-6.7
17000,IL,Illinois,R_NET_MIG_2021,-8.2
17000,IL,Illinois,R_NET_MIG_2022,-8.8
17000,IL,Illinois,R_NET_MIG_2023,-3.4
18000,IN,Indiana,CENSUS_2020_POP,6785528
18000,IN,Indiana,ESTIMATES_BASE_2020,6785442
18000,IN,Indiana,POP_ESTIMATE_2020,6789098
18000,IN,Indiana,POP_ESTIMATE_2021,6813798
18000,IN,Indiana,POP_ESTIMATE_2022,6832274
18000,IN,Indiana,POP_ESTIMATE_2023,6862199
18000,IN,Indiana,N_POP_CHG_2020,3656
18000,IN,Indiana,N_POP_CHG_2021,24700
18000,IN,Indiana,N_POP_CHG_2022,18476
18000,IN,Indiana,N_POP_CHG_2023,29925
18000,IN,Indiana,BIRTHS_2020,19436
18000,IN,Indiana,BIRTHS_2021,77712
18000,IN,Indiana,BIRTHS_2022,80234
18000,IN,Indiana,BIRTHS_2023,79587
18000,IN,Indiana,DEATHS_2020,19149
18000,IN,Indiana,DEATHS_2021,77868
18000,IN,Indiana,DEATHS_2022,79739
18000,IN,Indiana,DEATHS_2023,72079
18000,IN,Indiana,NATURAL_CHG_2020,287
18000,IN,Indiana,NATURAL_CHG_2021,-156
18000,IN,Indiana,NATURAL_CHG_2022,495
18000,IN,Indiana,NATURAL_CHG_2023,7508
18000,IN,Indiana,INTERNATIONAL_MIG_2020,342
18000,IN,Indiana,INTERNATIONAL_MIG_2021,6065
18000,IN,Indiana,INTERNATIONAL_MIG_2022,15475
18000,IN,Indiana,INTERNATIONAL_MIG_2023,17869
18000,IN,Indiana,DOMESTIC_MIG_2020,1596
18000,IN,Indiana,DOMESTIC_MIG_2021,16132
18000,IN,Indiana,DOMESTIC_MIG_2022,5011
18000,IN,Indiana,DOMESTIC_MIG_2023,4599
18000,IN,Indiana,NET_MIG_2020,1938
18000,IN,Indiana,NET_MIG_2021,22197
18000,IN,Indiana,NET_MIG_2022,20486
18000,IN,Indiana,NET_MIG_2023,22468
18000,IN,Indiana,RESIDUAL_2020,1431
