FIPS Code,State,Area name,Attribute,Value
49000,UT,Utah,"Percent of adults completing some college or associate degree, 2019-23",33.90476885
49000,UT,Utah,"Percent of adults with a bachelor's degree or higher, 2019-23",36.9208181
50000,VT,Vermont,"Less than high school graduate, 2019-23",25326
50000,VT,Vermont,"High school graduate (or equivalency), 2019-23",126179
50000,VT,Vermont,"Some college or associate degree, 2019-23",114122
50000,VT,Vermont,"Bachelor's degree or higher, 2019-23",197369
50000,VT,Vermont,"Percent of adults who are not high school graduates, 2019-23",5.470025659
50000,VT,Vermont,"Percent of adults who are high school graduates (or equivalent), 2019-23",27.25271925
50000,VT,Vermont,"Percent of adults completing some college or associate degree, 2019-23",24.64859308
50000,VT,Vermont,"Percent of adults with a bachelor's degree or higher, 2019-23",42.62866202
51000,VA,Virginia,"Less than high school graduate, 2019-23",516186
51000,VA,Virginia,"High school graduate (or equivalency), 2019-23",1423702
51000,VA,Virginia,"Some college or associate degree, 2019-23",1547397
51000,VA,Virginia,"Bachelor's degree or higher, 2019-23",2471630
51000,VA,Virginia,"Percent of adults who are not high school graduates, 2019-23",8.662415893
51000,VA,Virginia,"Percent of adults who are high school graduates (or equivalent), 2019-23",23.89196691
51000,VA,Virginia,"Percent of adults completing some college or associate degree, 2019-23",25.96776427
51000,VA,Virginia,"Percent of adults with a bachelor's degree or higher, 2019-23",41.47785293
53000,WA,Washington,"Less than high school graduate, 2019-23",421541
53000,WA,Washington,"High school graduate (or equivalency), 2019-23",1176403
53000,WA,Washington,"Some college or associate degree, 2019-23",1714049
53000,WA,Washington,"Bachelor's degree or higher, 2019-23",2097154
53000,WA,Washington,"Percent of adults who are not high school graduates, 2019-23",7.793114145
53000,WA,Washington,"Percent of adults who are high school graduates (or equivalent), 2019-23",21.74840137
53000,WA,Washington,"Percent of adults completing some college or associate degree, 2019-23",31.68797224
53000,WA,Washington,"Percent of adults with a bachelor's degree or higher, 2019-23",38.77051225
54000,WV,West Virginia,"Less than high school graduate, 2019-23",144554
54000,WV,West Virginia,"High school graduate (or equivalency), 2019-23",501118
54000,WV,West Virginia,"Some college or associate degree, 2019-23",327989
54000,WV,West Virginia,"Bachelor's degree or higher, 2019-23",295541
54000,WV,West Virginia,"Percent of adults who are not high school graduates, 2019-23",11.38936119
54000,WV,West Virginia,"Percent of adults who are high school graduates (or equivalent), 2019-23",39.48291919
54000,WV,West Virginia,"Percent of adults completing some college or associate degree, 2019-23",25.84214333
54000,WV,West Virginia,"Percent of adults with a bachelor's degree or higher, 2019-23",23.28557629
55000,WI,Wisconsin,"Less than high school graduate, 2019-23",269431
55000,WI,Wisconsin,"High school graduate (or equivalency), 2019-23",1207407
55000,WI,Wisconsin,"Some college or associate degree, 2019-23",1259617
55000,WI,Wisconsin,"Bachelor's degree or higher, 2019-23",1333128
55000,WI,Wisconsin,"Percent of adults who are not high school graduates, 2019-23",6.620604617
55000,WI,Wisconsin,"Percent of adults who are high school graduates (or equivalent), 2019-23",29.66905946
55000,WI,Wisconsin,"Percent of adults completing some college or associate degree, 2019-23",30.95199189
55000,WI,Wisconsin,"Percent of adults with a bachelor's degree or higher, 2019-23",32.75834404
56000,WY,Wyoming,"Less than high school graduate, 2019-23",23502
56000,WY,Wyoming,"High school graduate (or equivalency), 2019-23",109885
56000,WY,Wyoming,"Some college or associate degree, 2019-23",143781
56000,WY,Wyoming,"Bachelor's degree or higher, 2019-23",118336
56000,WY,Wyoming,"Percent of adults who are not high school graduates, 2019-23",5.942291355
56000,WY,Wyoming,"Percent of adults who are high school graduates (or equivalent), 2019-23",27.78353696
56000,WY,Wyoming,"Percent of adults completing some college or associate degree, 2019-23",36.35386747
56000,WY,Wyoming,"Percent of adults with a bachelor's degree or higher, 2019-23",29.92030422
72000,PR,Puerto Rico,"Less than high school graduate, 2019-23",472462
72000,PR,Puerto Rico,"High school graduate (or equivalency), 2019-23",670172
72000,PR,Puerto Rico,"Some college or associate degree, 2019-23",566777
72000,PR,Puerto Rico,"Bachelor's degree or higher, 2019-23",702653
72000,PR,Puerto Rico,"Percent of adults who are not high school graduates, 2019-23",19.58745705
72000,PR,Puerto Rico,"Percent of adults who are high school graduates (or equivalent), 2019-23",27.78417156
72000,PR,Puerto Rico,"Percent of adults completing some college or associate degree, 2019-23",23.49759376
72000,PR,Puerto Rico,"Percent of adults with a bachelor's degree or higher, 2019-23",29.13077762
